"","X","id","scrape_id","source","host_id","host_name","host_since","host_response_rate","host_acceptance_rate","host_neighbourhood","host_listings_count","host_total_listings_count","host_verifications","host_has_profile_pic","host_identity_verified","neighbourhood","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bathrooms_text","bedrooms","beds","price","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_30","availability_60","availability_90","availability_365","calendar_last_scraped","number_of_reviews_ltm","number_of_reviews_l30d","availability_eoy","number_of_reviews_ly","estimated_occupancy_l365d","estimated_revenue_l365d","first_review","last_review","instant_bookable","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","wifi","hair.dryer","hot.water","dishes.and.silverware","kitchen","iron","cooking.basics","hangers","refrigerator","bed.linens","essentials","heating","shampoo","microwave","hot.water.kettle","smoke.alarm","long.term.stays.allowed","shower.gel","dedicated.workspace","dining.table","f_room_type","f_room_type2","Czech_koruna_price_day","p_host_response_rate","p_host_acceptance_rate","accommodates_n","bathrooms_n","number_of_reviews_n","minimum_nights_n","beds_n","ln_price","accommodates2","ln_accommodates","ln_accommodates2","ln_number_of_reviews","f_bathroom","f_minimum_nights"
"3267",4756,665723684377266176,20250316041547,"city scrape",2420885,"Marina & Alex","2012-05-20","100","100","Josefov",85,91,"['email', 'phone']",1,1,"Praha 10, Hlavní město Praha, Czechia","Praha 2",50.07615,14.42876,"Rental Unit","Entire home/apt",2,1,"1 bath",0,1,887,3,90,1,5,100,100,4.5,100,"t",14,18,48,127,"2025-03-16",28,2,127,30,168,149016,"2022-07-24","2025-03-02",1,85,79,6,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,"Entire home/apt","Entire/Apt",887,100,100,2,1,76,3,1,6.78784498230958,4,0.693147180559945,0.480453013918201,4.34380542185368,2,3
"3268",4757,665765803042637440,20250316041547,"city scrape",1140084,"Prague Days","2011-09-10","100","100","Žižkov",54,144,"['email', 'phone']",1,1,"Praha 5, Hlavní město Praha, Czechia","Praha 5",50.07464,14.40608,"Serviced Apt","Entire home/apt",2,1,"1 bath",0,1,1025,1,1125,3,28,1125,1125,19.3,1125,"t",8,38,68,269,"2025-03-16",16,1,269,15,96,98400,"2022-07-18","2025-03-07",1,45,45,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,"Entire home/apt","Entire/Apt",1025,100,100,2,1,35,1,1,6.93244789157251,4,0.693147180559945,0.480453013918201,3.58351893845611,2,1
"3269",4759,675131286716200448,20250316041547,"city scrape",64594416,"Jakub","2016-03-27","100","100","Žižkov",2,2,"['email', 'phone']",1,1,"Praha 3, Hlavní město Praha, Czechia","Praha 3",50.08089,14.45777,"Rental Unit","Entire home/apt",2,1,"1 bath",1,1,1399,62,365,62,62,365,365,62,365,"t",24,24,24,200,"2025-03-16",2,0,126,2,248,346952,"2022-11-13","2024-10-08",0,2,2,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,"Entire home/apt","Entire/Apt",1399,100,100,2,1,4,62,1,7.24351297466548,4,0.693147180559945,0.480453013918201,1.6094379124341,2,3
"3270",4761,675446130172449920,20250316041547,"city scrape",463242037,"Aminat","2022-06-08","100","99","Vinohrady",9,9,"['email', 'phone']",1,1,"","Praha 2",50.0736,14.43053,"Serviced Apt","Entire home/apt",2,1,"1 bath",1,1,1528,2,15,2,2,15,15,2,15,"t",6,32,54,142,"2025-03-16",2,0,142,2,12,18336,"2022-07-26","2024-10-27",0,9,9,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,"Entire home/apt","Entire/Apt",1528,100,99,2,1,17,2,1,7.33171496972647,4,0.693147180559945,0.480453013918201,2.89037175789616,2,2
"3271",4764,665914870574320384,20250316041547,"city scrape",144989,"Charles","2010-06-15","100","83","",1,1,"['email', 'phone']",1,1,"Praha 9, Hlavní město Praha, Czechia","Praha 9",50.11045,14.5089645,"Rental Unit","Entire home/apt",2,0,"0 baths",1,1,1017,7,1125,28,28,1125,1125,28,1125,"t",0,0,0,258,"2025-03-16",2,0,184,2,28,28476,"2022-09-01","2024-08-29",0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,"Entire home/apt","Entire/Apt",1017,100,83,2,0,22,7,1,6.92461239604856,4,0.693147180559945,0.480453013918201,3.13549421592915,1,3
"3272",4765,666002403086208384,20250316041547,"city scrape",243481047,"Felix","2019-02-16","100","100","Smíchov",1,1,"['email', 'phone']",1,1,"","Praha 5",50.07688,14.40579,"Condo","Entire home/apt",2,1.5,"1.5 baths",1,1,1295,3,730,2,3,730,730,3,730,"t",11,26,51,51,"2025-03-16",29,2,51,33,174,225330,"2022-08-11","2025-03-09",0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,"Entire home/apt","Entire/Apt",1295,100,100,2,1.5,97,3,1,7.16626597413364,4,0.693147180559945,0.480453013918201,4.58496747867057,2,3
"3273",4766,666404428231786880,20250316041547,"city scrape",2420885,"Marina & Alex","2012-05-20","100","100","Josefov",85,91,"['email', 'phone']",1,1,"Praha 10, Hlavní město Praha, Czechia","Praha 2",50.07576,14.42841,"Rental Unit","Entire home/apt",2,1,"1 bath",0,1,887,3,90,1,5,100,100,4.5,100,"t",10,23,45,124,"2025-03-16",24,1,124,26,144,127728,"2022-07-17","2025-02-23",1,85,79,6,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,"Entire home/apt","Entire/Apt",887,100,100,2,1,56,3,1,6.78784498230958,4,0.693147180559945,0.480453013918201,4.04305126783455,2,3
"3274",4767,666415065590222080,20250316041547,"city scrape",2420885,"Marina & Alex","2012-05-20","100","100","Josefov",85,91,"['email', 'phone']",1,1,"Praha 10, Hlavní město Praha, Czechia","Praha 1",50.0776,14.42864,"Rental Unit","Entire home/apt",3,1,"1 bath",0,2,1009,3,90,1,5,100,100,4.5,100,"t",15,29,59,138,"2025-03-16",30,3,138,31,180,181620,"2022-07-23","2025-03-09",1,85,79,6,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,"Entire home/apt","Entire/Apt",1009,100,100,3,1,70,3,2,6.91671502035361,9,1.09861228866811,1.20694896081258,4.26267987704132,2,3
"3275",4768,666453221000771840,20250316041547,"city scrape",78765288,"EasyBNB Premium","2016-06-20","100","99","Nové Město",51,52,"['email', 'phone']",1,1,"Praha 1, Hlavní město Praha, Czechia","Praha 1",50.0812219,14.4297716,"Rental Unit","Entire home/apt",4,1,"1 bath",2,3,2812,2,365,2,2,365,365,2,365,"t",9,30,49,144,"2025-03-16",1,0,144,1,6,16872,"2022-07-19","2024-03-31",1,48,48,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,"Entire home/apt","Entire/Apt",2812,100,99,4,1,23,2,3,7.94165125293056,16,1.38629436111989,1.92181205567281,3.17805383034795,2,2
"3276",4771,675903366543099520,20250316041547,"city scrape",26915861,"Nicole","2015-01-29","100","100","Holešovice",2,2,"['email', 'phone']",1,1,"","Praha 7",50.1019889,14.42604,"Condo","Entire home/apt",2,1,"1 bath",1,1,950,2,365,2,2,1125,1125,2,1125,"t",14,23,39,298,"2025-03-16",54,2,224,55,255,242250,"2022-08-10","2025-02-28",0,2,2,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,"Entire home/apt","Entire/Apt",950,100,100,2,1,126,2,1,6.85646198459459,4,0.693147180559945,0.480453013918201,4.84418708645859,2,2
"3277",4772,675912829928472576,20250316041547,"city scrape",470745468,"Vojtěch","2022-07-21","100","100","Žižkov",1,1,"['email', 'phone']",1,1,"Praha 3, Hlavní město Praha, Czechia","Praha 3",50.08538,14.45068,"Condo","Entire home/apt",3,1,"1 bath",1,1,1208,2,14,1,3,99,99,2.1,99,"t",15,23,23,23,"2025-03-16",26,0,23,25,156,188448,"2022-08-06","2025-02-04",1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,"Entire home/apt","Entire/Apt",1208,100,100,3,1,69,2,1,7.09672137849476,9,1.09861228866811,1.20694896081258,4.24849524204936,2,2
"3278",4774,676116280822274816,20250316041547,"city scrape",838198,"Michael","2011-07-19","100","100","Staré Město",47,54,"['email', 'phone']",1,1,"","Praha 8",50.0950774,14.4584337,"Serviced Apt","Entire home/apt",4,1,"1 bath",1,2,2051,4,365,1,4,365,365,4,365,"t",13,31,57,229,"2025-03-16",5,0,229,3,40,82040,"2022-08-08","2025-01-06",1,47,46,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,"Entire home/apt","Entire/Apt",2051,100,100,4,1,25,4,2,7.62608275807238,16,1.38629436111989,1.92181205567281,3.25809653802148,2,3
"3279",4776,677271329037165440,20250316041547,"city scrape",1140084,"Prague Days","2011-09-10","100","100","Žižkov",54,144,"['email', 'phone']",1,1,"Praha 5, Hlavní město Praha, Czechia","Praha 5",50.07394,14.40397,"Serviced Apt","Entire home/apt",3,1,"1 bath",0,2,1207,1,1125,3,28,1125,1125,19.3,1125,"t",10,33,63,264,"2025-03-16",26,1,264,26,156,188292,"2022-08-06","2025-03-05",1,45,45,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,"Entire home/apt","Entire/Apt",1207,100,100,3,1,61,1,2,7.09589322109753,9,1.09861228866811,1.20694896081258,4.12713438504509,2,1
"3280",4777,677299784983485824,20250316041547,"city scrape",92781139,"Prague Days","2016-08-31","100","100","Žižkov",45,137,"['email', 'phone']",1,1,"","Praha 5",50.06658,14.40813,"Serviced Apt","Entire home/apt",4,1,"1 bath",1,2,1545,1,1125,1,28,1125,1125,22.8,1125,"t",9,39,69,178,"2025-03-16",5,0,178,6,30,46350,"2022-07-29","2024-11-22",1,41,41,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,"Entire home/apt","Entire/Apt",1545,100,100,4,1,18,1,2,7.34277918933185,16,1.38629436111989,1.92181205567281,2.94443897916644,2,1
"3281",4778,678822380749891328,20250316041547,"city scrape",32766175,"Jiri","2015-05-06","100","99","Anděl",12,19,"['email', 'phone']",1,1,"Praha 3, Hl, Czechia","Praha 3",50.08837,14.45831,"Rental Unit","Entire home/apt",2,1,"1 bath",0,1,1012,1,365,1,1,365,365,1,365,"t",1,17,32,221,"2025-03-16",0,0,221,0,0,0,"2022-09-01","2023-12-27",1,11,11,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,"Entire home/apt","Entire/Apt",1012,100,99,2,1,23,1,1,6.91968384984741,4,0.693147180559945,0.480453013918201,3.17805383034795,2,1
"3282",4779,679635887715490944,20250316041547,"city scrape",8134476,"Sarah & Jan","2013-08-13","100","100","Staré Město",14,14,"['email', 'phone']",1,1,"Praha 1, Hlavní město Praha, Czechia","Praha 1",50.08045,14.41812,"Rental Unit","Entire home/apt",4,2,"2 baths",2,2,2523,2,69,1,2,1125,1125,2,1125,"t",8,15,17,51,"2025-03-16",68,4,51,70,255,643365,"2022-08-17","2025-03-07",0,11,11,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,"Entire home/apt","Entire/Apt",2523,100,100,4,2,151,2,2,7.83320394864106,16,1.38629436111989,1.92181205567281,5.02388052084628,3,2
"3283",4781,666474065996529024,20250316041547,"city scrape",434606624,"Hassan","2021-12-04","12","0","Holešovice",10,11,"['phone']",0,1,"","Praha 7",50.09846,14.42151,"Rental Unit","Entire home/apt",6,1,"1 bath",1,2,3000,1,365,1,1,365,365,1,365,"t",28,49,69,338,"2025-03-16",0,0,264,0,0,0,"","",0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Entire home/apt","Entire/Apt",3000,12,0,6,1,0,1,2,8.00636756765025,36,1.79175946922805,3.2104019955684,0,2,1
"3284",4783,667960809158555520,20250316041547,"city scrape",468671264,"LyLy","2022-07-10","100","100","Libeň",2,2,"['email', 'phone']",1,1,"","Praha 8",50.1080371,14.4724508,"Condo","Entire home/apt",5,1,"1 bath",1,4,1335,2,1125,1,3,1125,1125,2,1125,"t",15,36,53,232,"2025-03-16",14,0,232,14,84,112140,"2022-07-25","2025-02-09",1,2,2,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,"Entire home/apt","Entire/Apt",1335,100,100,5,1,62,2,4,7.19668657083435,25,1.6094379124341,2.59029039398023,4.14313472639153,2,2
"3285",4785,668518092816633984,20250316041547,"city scrape",16136818,"Jacques Eloi Marie Christophe","2014-05-29","100","99","Žižkov",15,29,"['email', 'phone']",1,1,"","Praha 3",50.0862003,14.4508433,"Rental Unit","Entire home/apt",2,1,"1 bath",1,1,1954,2,365,2,2,365,365,2,365,"t",7,7,7,7,"2025-03-16",2,0,7,3,12,23448,"2022-09-09","2024-11-02",0,14,8,6,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,"Entire home/apt","Entire/Apt",1954,100,99,2,1,7,2,1,7.57763383260273,4,0.693147180559945,0.480453013918201,2.07944154167984,2,2
"3286",4786,668645243570364288,20250316041547,"city scrape",3736234,"Prague Days","2012-10-02","100","100","Prague 2",63,160,"['email', 'phone']",1,1,"","Praha 8",50.0936,14.45458,"Serviced Apt","Entire home/apt",9,2,"2 baths",3,7,2219,1,1125,2,28,1125,1125,19.3,1125,"t",20,35,53,162,"2025-03-16",27,2,162,33,162,359478,"2022-07-19","2025-03-08",1,62,62,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,"Entire home/apt","Entire/Apt",2219,100,100,9,2,109,1,7,7.70481192293259,81,2.19722457733622,4.82779584325033,4.70048036579242,3,1
"3287",4787,669388304653128320,20250316041547,"city scrape",469058441,"Philippe","2022-07-12","100","82","Holešovice",1,2,"['email', 'phone']",1,1,"","Praha 7",50.10237,14.42131,"Rental Unit","Entire home/apt",2,1,"1 bath",0,1,2000,15,1125,15,15,1125,1125,15,1125,"t",30,60,71,331,"2025-03-16",3,0,272,2,90,180000,"2022-09-19","2025-01-12",0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,"Entire home/apt","Entire/Apt",2000,100,82,2,1,9,15,1,7.60090245954208,4,0.693147180559945,0.480453013918201,2.30258509299405,2,3
"3288",4788,669730638236336128,20250316041547,"city scrape",10135975,"Umur","2013-11-19","100","100","Žižkov",45,49,"['email', 'phone']",1,1,"Praha 1, Hlavní město Praha, Czechia","Praha 1",50.08398,14.42822,"Rental Unit","Entire home/apt",7,1.5,"1.5 baths",2,4,2783,3,365,1,4,365,365,3,365,"t",8,22,46,232,"2025-03-16",52,3,229,58,255,709665,"2022-08-10","2025-02-23",1,15,15,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,"Entire home/apt","Entire/Apt",2783,100,100,7,1.5,169,3,4,7.93128476152589,49,1.94591014905531,3.78656630819647,5.13579843705026,2,3
"3289",4789,670033042017805184,20250316041547,"city scrape",467812392,"Richard","2022-07-05","100","97","",1,1,"['phone']",1,1,"","Praha 6",50.09854,14.39877,"Condo","Entire home/apt",6,1,"1 bath",2,6,1521,3,365,2,3,1125,1125,3,1125,"t",11,19,25,227,"2025-03-16",21,2,155,21,126,191646,"2022-09-09","2025-03-09",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,"Entire home/apt","Entire/Apt",1521,100,97,6,1,45,3,6,7.32712329225929,36,1.79175946922805,3.2104019955684,3.8286413964891,2,3
"3290",4790,680203320900347008,20250316041547,"city scrape",1629431,"Alex & Natalia","2012-01-20","100","100","Prague 2",19,26,"['email', 'phone']",1,1,"Praha 2, Hlavní město Praha, Czechia","Praha 2",50.0730501539086,14.4308330118656,"Condo","Entire home/apt",3,1,"1 bath",0,2,1102,2,365,1,5,1125,1125,2.1,1125,"t",17,39,60,93,"2025-03-16",64,1,93,72,255,281010,"2022-08-12","2025-02-24",1,19,19,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,"Entire home/apt","Entire/Apt",1102,100,100,3,1,172,2,2,7.00488198971286,9,1.09861228866811,1.20694896081258,5.15329159449778,2,2
"3291",4793,680816825920632576,20250316041547,"city scrape",3736234,"Prague Days","2012-10-02","100","100","Prague 2",63,160,"['email', 'phone']",1,1,"","Praha 1",50.08862,14.42198,"Serviced Apt","Entire home/apt",4,1,"1 bath",1,2,2086,1,1125,1,28,1125,1125,19.3,1125,"t",14,44,74,183,"2025-03-16",29,3,183,36,174,362964,"2022-08-18","2025-03-11",1,62,62,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,"Entire home/apt","Entire/Apt",2086,100,100,4,1,65,1,2,7.64300363556072,16,1.38629436111989,1.92181205567281,4.18965474202643,2,1
"3292",4794,680905879123633152,20250316041547,"city scrape",2420885,"Marina & Alex","2012-05-20","100","100","Josefov",85,91,"['email', 'phone']",1,1,"Praha 10, Hlavní město Praha, Czechia","Praha 2",50.07585,14.42923,"Rental Unit","Entire home/apt",3,1,"1 bath",1,2,1009,3,90,1,5,100,100,4.5,100,"t",20,32,62,141,"2025-03-16",20,2,141,19,120,121080,"2022-08-15","2025-03-02",1,85,79,6,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,"Entire home/apt","Entire/Apt",1009,100,100,3,1,39,3,2,6.91671502035361,9,1.09861228866811,1.20694896081258,3.68887945411394,2,3
"3293",4795,680949089043660032,20250316041547,"city scrape",87683064,"Jakub","2016-08-03","100","100","Nusle",89,94,"['email', 'phone', 'work_email']",1,1,"Praha 2, Hlavní město Praha, Czechia","Praha 2",50.07928,14.43418,"Condo","Entire home/apt",2,1,"1 bath",1,1,775,2,365,2,3,1125,1125,2.1,1125,"t",29,59,89,168,"2025-03-16",41,1,168,43,246,190650,"2022-08-07","2025-02-28",1,16,16,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,"Entire home/apt","Entire/Apt",775,100,100,2,1,112,2,1,6.65286302935335,4,0.693147180559945,0.480453013918201,4.72738781871234,2,2
"3294",4796,680985294952709376,20250316041547,"city scrape",3736234,"Prague Days","2012-10-02","100","100","Prague 2",63,160,"['email', 'phone']",1,1,"Praha 8, Hlavní město Praha, Czechia","Praha 8",50.0924,14.44307,"Serviced Apt","Entire home/apt",4,1.5,"1.5 baths",2,3,2112,1,1125,3,28,1125,1125,22.8,1125,"t",15,40,70,142,"2025-03-16",16,0,142,17,96,202752,"2022-08-21","2025-02-11",1,62,62,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,"Entire home/apt","Entire/Apt",2112,100,100,4,1.5,44,1,3,7.65539064482615,16,1.38629436111989,1.92181205567281,3.80666248977032,2,1
"3295",4797,670270912174861952,20250316041547,"city scrape",469300388,"Nitesh","2022-07-13","100","100","Nové Město",1,1,"['email', 'phone']",1,1,"Praha 1, Hlavní město Praha, Czechia","Praha 1",50.0789257,14.4194071,"Condo","Entire home/apt",5,2.5,"2.5 baths",2,3,4071,1,365,1,5,1125,1125,1.4,1125,"t",12,16,18,22,"2025-03-16",84,7,22,85,255,1038105,"2022-07-20","2025-03-09",1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,"Entire home/apt","Entire/Apt",4071,100,100,5,2.5,214,1,3,8.31164394850298,25,1.6094379124341,2.59029039398023,5.37063802812766,3,1
"3296",4798,670393952733138688,20250316041547,"city scrape",106871371,"Daniel","2016-12-11","96","95","Staré Město",3,3,"['email', 'phone']",1,1,"Praha 1, Hlavní město Praha, Czechia","Praha 1",50.08303,14.41848,"Condo","Entire home/apt",3,1,"1 bath",1,2,1302,1,365,1,1,365,365,1,365,"t",8,14,16,92,"2025-03-16",53,1,24,59,255,332010,"2022-07-19","2025-02-18",0,3,3,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,"Entire home/apt","Entire/Apt",1302,96,95,3,1,120,1,2,7.17165682276851,9,1.09861228866811,1.20694896081258,4.79579054559674,2,1
"3297",4799,671016047125764992,20250316041547,"city scrape",466419900,"Roman","2022-06-27","100","100","Žižkov",32,35,"['email', 'phone']",1,1,"","Praha 3",50.08833,14.45341,"Condo","Entire home/apt",2,1,"1 bath",1,1,842,2,14,1,2,99,99,2,99,"t",6,6,13,89,"2025-03-16",36,1,89,36,216,181872,"2022-07-18","2025-02-23",0,32,32,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"Entire home/apt","Entire/Apt",842,100,100,2,1,77,2,1,6.73578001424233,4,0.693147180559945,0.480453013918201,4.35670882668959,2,2
"3298",4800,671027893456680576,20250316041547,"city scrape",466419900,"Roman","2022-06-27","100","100","Žižkov",32,35,"['email', 'phone']",1,1,"","Praha 3",50.0879,14.45497,"Condo","Entire home/apt",2,1,"1 bath",1,1,749,2,14,2,2,99,99,2,99,"t",20,44,74,153,"2025-03-16",26,1,153,27,156,116844,"2022-07-21","2025-02-18",1,32,32,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,"Entire home/apt","Entire/Apt",749,100,100,2,1,73,2,1,6.61873898351722,4,0.693147180559945,0.480453013918201,4.30406509320417,2,2
"3299",4801,671042024468615424,20250316041547,"city scrape",466419900,"Roman","2022-06-27","100","100","Žižkov",32,35,"['email', 'phone']",1,1,"","Praha 3",50.0866,14.4534,"Condo","Entire home/apt",2,1,"1 bath",1,1,749,2,14,2,2,99,99,2,99,"t",24,50,80,159,"2025-03-16",13,0,159,15,78,58422,"2022-07-25","2024-09-18",1,32,32,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,"Entire home/apt","Entire/Apt",749,100,100,2,1,48,2,1,6.61873898351722,4,0.693147180559945,0.480453013918201,3.89182029811063,2,2
"3300",4802,671056790243744256,20250316041547,"city scrape",466419900,"Roman","2022-06-27","100","100","Žižkov",32,35,"['email', 'phone']",1,1,"","Praha 3",50.08756,14.45334,"Condo","Entire home/apt",2,1,"1 bath",1,1,749,2,60,2,2,99,99,2,99,"t",16,39,65,144,"2025-03-16",26,1,144,21,156,116844,"2022-08-18","2025-02-23",1,32,32,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"Entire home/apt","Entire/Apt",749,100,100,2,1,46,2,1,6.61873898351722,4,0.693147180559945,0.480453013918201,3.85014760171006,2,2
"3301",4803,671363426220170752,20250316041547,"city scrape",97964665,"Veronika","2016-10-04","100","100","Staré Město",6,7,"['email', 'phone']",1,1,"","Praha 1",50.0870143,14.4247565,"Condo","Entire home/apt",2,1,"1 bath",1,2,1625,2,365,2,2,365,365,2,365,"t",16,40,70,345,"2025-03-16",66,5,271,64,255,414375,"2022-08-07","2025-03-12",1,6,6,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,"Entire home/apt","Entire/Apt",1625,100,100,2,1,170,2,2,7.39326309476384,4,0.693147180559945,0.480453013918201,5.14166355650266,2,2
"3302",4804,671458787161477760,20250316041547,"city scrape",1140084,"Prague Days","2011-09-10","100","100","Žižkov",54,144,"['email', 'phone']",1,1,"","Praha 1",50.0903,14.42963,"Serviced Apt","Entire home/apt",6,2.5,"2.5 baths",3,5,3110,1,1125,2,28,1125,1125,19.3,1125,"t",13,23,51,160,"2025-03-16",36,2,160,40,216,671760,"2022-07-20","2025-03-05",1,45,45,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Entire home/apt","Entire/Apt",3110,100,100,6,2.5,147,1,5,8.04237800517328,36,1.79175946922805,3.2104019955684,4.99721227376411,3,1
"3303",4805,672209609963605760,20250316041547,"city scrape",47725871,"Mika","2015-10-29","100","92","Josefov",12,13,"['email', 'phone']",1,1,"Praha 1, Hlavní město Praha, Czechia","Praha 1",50.0900423,14.43632,"Condo","Entire home/apt",4,1,"1 bath",1,2,2051,2,1125,2,4,4,1125,2,225.9,"t",13,28,45,289,"2025-03-16",0,0,215,0,0,0,"2022-08-28","2023-07-25",0,12,4,8,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Entire home/apt","Entire/Apt",2051,100,92,4,1,14,2,2,7.62608275807238,16,1.38629436111989,1.92181205567281,2.70805020110221,2,2
"3304",4806,681008987533562496,20250316041547,"city scrape",1140084,"Prague Days","2011-09-10","100","100","Žižkov",54,144,"['email', 'phone']",1,1,"Praha 2, Hlavní město Praha, Czechia","Praha 2",50.07397,14.42888,"Serviced Apt","Entire home/apt",3,1,"1 bath",1,2,1228,1,1125,1,28,1125,1125,19.3,1125,"t",8,33,61,170,"2025-03-16",22,1,170,22,132,162096,"2022-09-04","2025-02-27",1,45,45,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Entire home/apt","Entire/Apt",1228,100,100,3,1,50,1,2,7.11314210870709,9,1.09861228866811,1.20694896081258,3.93182563272433,2,1
"3305",4807,681017751254148992,20250316041547,"city scrape",198960119,"Tomáš","2018-06-30","100","100","Vinohrady",3,3,"['email', 'phone']",1,1,"Praha 2, Hlavní město Praha, Czechia","Praha 2",50.0733248,14.4397431,"Rental Unit","Entire home/apt",2,1,"1 bath",1,1,1098,2,1125,2,2,1125,1125,2,1125,"t",7,13,20,44,"2025-03-16",48,1,44,54,255,279990,"2022-08-08","2025-02-23",1,3,3,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,"Entire home/apt","Entire/Apt",1098,100,100,2,1,146,2,1,7.00124562206948,4,0.693147180559945,0.480453013918201,4.99043258677874,2,2
"3306",4808,681244261033081728,20250316041547,"city scrape",340627625,"Ulvi&Umur","2020-03-07","100","100","Malá Strana",10,10,"['phone']",1,1,"Praha 1, Hlavní město Praha, Czechia","Praha 1",50.08907,14.41073,"Condo","Entire home/apt",4,1,"1 bath",0,2,1539,3,365,1,4,365,365,3,365,"t",2,4,9,188,"2025-03-16",68,1,185,72,255,392445,"2022-09-07","2025-02-16",1,10,10,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,"Entire home/apt","Entire/Apt",1539,100,100,4,1,179,3,2,7.33888813383888,16,1.38629436111989,1.92181205567281,5.19295685089021,2,3
"3307",4810,681731887143006720,20250316041547,"city scrape",38593427,"Alexander","2015-07-15","100","86","Strašnice",3,6,"['email', 'phone']",1,1,"","Praha 10",50.07797,14.5077,"Rental Unit","Entire home/apt",4,1,"1 bath",1,2,1530,2,7,2,2,7,7,2,7,"t",26,51,77,352,"2025-03-16",15,0,278,18,90,137700,"2022-09-04","2024-12-15",0,3,3,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,"Entire home/apt","Entire/Apt",1530,100,86,4,1,39,2,2,7.33302301438648,16,1.38629436111989,1.92181205567281,3.68887945411394,2,2
